x,y,z
4.472650004883470842e+01,4.137395677728131460e+01,1.097773171043562002e+01
4.356132130557946169e+01,4.048503322842363872e+01,1.146064658375216894e+01
4.224134020610883766e+01,3.987831944980355559e+01,1.180606564184981977e+01
4.081501618467722636e+01,3.956589413538413424e+01,1.200000000000000000e+01
3.933831701979875106e+01,3.949695368247945737e+01,1.203960617662375654e+01
3.786003487388050814e+01,3.956562203263637656e+01,1.199999999999999822e+01
3.641446670005872477e+01,3.956221432559863160e+01,1.196353291941657560e+01
3.503297999315627465e+01,3.927470665676545991e+01,1.194346123787216563e+01
3.372410917501553484e+01,3.866785416336563230e+01,1.193646484256515095e+01
3.247643402805942259e+01,3.786090551224079803e+01,1.194106579710869198e+01
3.127781251285854935e+01,3.697662670600765011e+01,1.195512266317091132e+01
3.011454876268871672e+01,3.608553281416950398e+01,1.197564524307120948e+01
2.897113001172707314e+01,3.519704159278224864e+01,1.199999999999999822e+01
2.783194041056948009e+01,3.431710438092713389e+01,1.202574311740843171e+01
2.668136410981180973e+01,3.345167251768538108e+01,1.205016669862506262e+01
2.550378526004992352e+01,3.260669734213821869e+01,1.207043387377962240e+01
2.428673466469825826e+01,3.178548475031836418e+01,1.208347379567072366e+01
2.308749366712226347e+01,3.093270020612778382e+01,1.208585460274564483e+01
2.202770385471271908e+01,2.994047681303409192e+01,1.207465036644337708e+01
2.116688468080692687e+01,2.877901836134172342e+01,1.204710509359175319e+01
2.051146049206412769e+01,2.748428222823277167e+01,1.200000000000000000e+01
2.006630002616126873e+01,2.609415227483034272e+01,1.193275429708160296e+01
1.983627202077532559e+01,2.464651236225754971e+01,1.185641455024050117e+01
1.982624521358325609e+01,2.317924635163752001e+01,1.178533079680460460e+01
2.004108846269772570e+01,2.173023933745866643e+01,1.173385516394748862e+01
2.048600263296173907e+01,2.034077644886219716e+01,1.171598913584755053e+01
2.116724486854257492e+01,1.906296002433330017e+01,1.174502088340650729e+01
2.208259170777936120e+01,1.794195015027660745e+01,1.183426837553469113e+01
2.318612503667814906e+01,1.697720879288322138e+01,1.200000000000000000e+01
2.441927670957316820e+01,1.615619393212133659e+01,1.200000000000000000e+01
2.574211196281648739e+01,1.550755252703260822e+01,1.104242135435888983e+01
2.713067726734026053e+01,1.509525313244415123e+01,1.000000000000000000e+01
2.856182085909571455e+01,1.497000452919493085e+01,9.793555060108388943e+00
3.001445878880586093e+01,1.507767261773092216e+01,1.000000000000000178e+01
3.146842161742264210e+01,1.531775556388944892e+01,1.002920838996604580e+01
3.290718462809770273e+01,1.559802328016110629e+01,1.000000000000000000e+01
3.433483283203150904e+01,1.587423625579569908e+01,1.000000000000000178e+01
3.576269541703198485e+01,1.611902333525421938e+01,9.491348136084287290e+00
3.720210875998516542e+01,1.630503217117838943e+01,8.595184606673297978e+00
3.865913057321884594e+01,1.640672339849086825e+01,7.647494779160511236e+00
4.012194111697969845e+01,1.640469774749144349e+01,7.000000000000000000e+00
4.157493968464904555e+01,1.628085453941258365e+01,6.910820238498248891e+00
4.300253479964778336e+01,1.601711770293844950e+01,7.265248881661061198e+00
4.439728261085860339e+01,1.561713288274180655e+01,7.863041530814403046e+00
4.577483263832036897e+01,1.514611306625438125e+01,8.508423871789355886e+00
4.715443697618288610e+01,1.467847880412403327e+01,9.000000000000000000e+00
4.854219356786223472e+01,1.424224771108704957e+01,9.181049754910400651e+00
4.992944581499650525e+01,1.381338888347760729e+01,9.072202262311488852e+00
5.130680490569620389e+01,1.336521692568672215e+01,8.737936220098632134e+00
5.267208088628426310e+01,1.288612657358974189e+01,8.241227421265671538e+00
5.403773664111150765e+01,1.239520725346448771e+01,7.642078207421707958e+00
5.541801624894085876e+01,1.191527962856274847e+01,7.000000000000000000e+00
5.682484787465034515e+01,1.147581460813611187e+01,6.396837566133384279e+00
5.825333456590284698e+01,1.115459714678486236e+01,6.000000000000000000e+00
5.969115066061484498e+01,1.105074405656503878e+01,5.916421433903571447e+00
6.112195890063794224e+01,1.123872571138964993e+01,5.999999999999999112e+00
6.251365238364764565e+01,1.169495859266851845e+01,6.086079437773619816e+00
6.382937231173461612e+01,1.237320261530769194e+01,6.143248915442078406e+00
6.502226294685611663e+01,1.324651228917081269e+01,6.174638340743312526e+00
6.603893899978757531e+01,1.430054448480638740e+01,6.184564849730302960e+00
6.683214274599312432e+01,1.551755835739432143e+01,6.177666542876370848e+00
6.738836665730046604e+01,1.686026189677718534e+01,6.158107527214049526e+00
6.770546143666285843e+01,1.828478337834841483e+01,6.129780822576480048e+00
6.778128634456808754e+01,1.974724612020369818e+01,6.096699986277686278e+00
6.761370064150396786e+01,2.120377344043872370e+01,6.063027591469769106e+00
6.720146582265547863e+01,2.261025482997421321e+01,6.032939195299142909e+00
6.655089397587983058e+01,2.392062293440073262e+01,6.010580543388252650e+00
6.567237948821951932e+01,2.508805491753500405e+01,6.000000000000000000e+00
6.459087970615208008e+01,2.607573651135698611e+01,6.001462541019494168e+00
6.335157013924757052e+01,2.686078491954413749e+01,6.000000000000000000e+00
6.200112081644054030e+01,2.742134715516523258e+01,5.980187901299880870e+00
6.058619890421525156e+01,2.773557994122910486e+01,5.940479483644129033e+00
5.914589745024709089e+01,2.780733275756734457e+01,5.882451310940234102e+00
5.769529312716303338e+01,2.772192289557640876e+01,5.806613256163192460e+00
5.624422569566250729e+01,2.757619719876091935e+01,5.714308870516233263e+00
5.479652646419262396e+01,2.741059226098537493e+01,5.607220823200680826e+00
5.335198392827070535e+01,2.722758879712030478e+01,5.486709877592981677e+00
5.191031131715987357e+01,2.702896088611688796e+01,5.354116837544894203e+00
5.047122186012335021e+01,2.681648260692627872e+01,5.210775550284359348e+00
4.903442878642427161e+01,2.659192803849968101e+01,5.058016328195288125e+00
4.759964532532583803e+01,2.635707125978827037e+01,4.897168350675722870e+00
4.616658470609122134e+01,2.611368634974324010e+01,4.729561175789513072e+00
4.473496015798361469e+01,2.586354738731576575e+01,4.556525491322765298e+00
4.330448491026616153e+01,2.560842845145702285e+01,4.379393234565661430e+00
4.187487219220205503e+01,2.535010362111819404e+01,4.199497209755607585e+00
4.044583523305448836e+01,2.509034697525047264e+01,4.018170331714610910e+00
3.901708726208659783e+01,2.483093259280502707e+01,3.836744623854006164e+00
3.758834241836851930e+01,2.457362387473610355e+01,3.656549975386438778e+00
3.615937037174613522e+01,2.431953248211615559e+01,3.478905987404856681e+00
3.473002741104287594e+01,2.406875346781481539e+01,3.305119100056402637e+00
3.330017734039184063e+01,2.382129368087337085e+01,3.136495030783482907e+00
3.186968396392609648e+01,2.357715997033312760e+01,2.974341088240763487e+00
3.043841108577872490e+01,2.333635918523535935e+01,2.819967461794004038e+00
2.900622251008279662e+01,2.309889817462136108e+01,2.674688514798560846e+00
2.757298204097141436e+01,2.286478378753243845e+01,2.539824082478358669e+00
2.613855348257765243e+01,2.263402287300986160e+01,2.416700775226545694e+00
2.470280063903456735e+01,2.240662228009493262e+01,2.306653288150090297e+00
2.326558731447526540e+01,2.218258885782893230e+01,2.211025717681796010e+00
2.182677731303282442e+01,2.196192945525316986e+01,2.131172886084864437e+00
2.038623443884030451e+01,2.174465092140890476e+01,2.068461674677249729e+00
1.894382249603081547e+01,2.153076010533746754e+01,2.024272366605421869e+00
1.749940528873740675e+01,2.132026385608011410e+01,2.000000000000000000e+00
1.605285568736205448e+01,2.111337114342279264e+01,1.994952525736319870e+00
1.460471918612715569e+01,2.092528621573451986e+01,2.000000000000000000e+00
1.315666543439647995e+01,2.079627490707741089e+01,2.005603711967927971e+00
1.171047099044854356e+01,2.076898644756742485e+01,2.009229070142159124e+00
1.026791241256184328e+01,2.088607006732051019e+01,2.010101445347566074e+00
8.833185725732137783e+00,2.118909530212260250e+01,2.007347728308327195e+00
7.444893093686604679e+00,2.170427784443458918e+01,2.000000000000000000e+00
6.167232952675087532e+00,2.244641097279624731e+01,2.000000000000000000e+00
5.064444310769439461e+00,2.342807968246719952e+01,2.055685388457912044e+00
4.189102772265857588e+00,2.462213635326842720e+01,2.170421860474595288e+00
3.582854449700394017e+00,2.596420089829004851e+01,2.331549656855345987e+00
3.285922608615693186e+00,2.738874387578640679e+01,2.525595702699238831e+00
3.289042150386801033e+00,2.884439272541912302e+01,2.743257043674811602e+00
3.511781664470676301e+00,3.030013306710015542e+01,2.976145173230883678e+00
3.868698802798711256e+00,3.172677854205308989e+01,3.210063552700245904e+00
4.305468601414222718e+00,3.311049682740703304e+01,3.431069518429580967e+00
4.816431979034795141e+00,3.446146847062954066e+01,3.630498102877735889e+00
5.400167298189943565e+00,3.579196487181903308e+01,3.799475635995219758e+00
6.055642919891931264e+00,3.711340263661795547e+01,3.927299877489806690e+00
6.796588220985359641e+00,3.840484533583149585e+01,4.000000000000000000e+00
7.655679311893354821e+00,3.960382929454708290e+01,4.013276831805735689e+00
8.666835833750566209e+00,4.064516528068948276e+01,4.000000000000000000e+00
9.856669739515961481e+00,4.146756806810681439e+01,3.992126883159102135e+00
1.119437763326430790e+01,4.204042558702172272e+01,3.992460097985957024e+00
1.262202602311534605e+01,4.234761955184254134e+01,3.996783758412515208e+00
1.408152050356029328e+01,4.237311764229849587e+01,4.000747411279477639e+00
1.551476668545496729e+01,4.210088759611176812e+01,4.000000000000000000e+00
1.686840866431879959e+01,4.153168941312493700e+01,3.991586902079080179e+00
1.810719181201953987e+01,4.073043047335228550e+01,3.978463163704055727e+00
1.920900118715866967e+01,3.977528474791360935e+01,3.965380196787509970e+00
2.021277353932062937e+01,3.873024321843418250e+01,3.956670584610576302e+00
2.118327657682828402e+01,3.765329604640584193e+01,3.956602524106849650e+00
2.217607050084885145e+01,3.659425328910368336e+01,3.969567248211926191e+00
2.319396041342179871e+01,3.555664381140657326e+01,4.000000000000000000e+00
2.422117210784614016e+01,3.452769715212588864e+01,4.000000000000000000e+00
2.524194677205350246e+01,3.349465053977400686e+01,3.778066131484192347e+00
2.624976246150690073e+01,3.245135821007985300e+01,3.351598856519950154e+00
2.725953888434453631e+01,3.140703453791083177e+01,2.801136282180109127e+00
2.828923061598289479e+01,3.037306806175746843e+01,2.206375527202753872e+00
2.935932406446047338e+01,2.937149371969027456e+01,1.650308026424608387e+00
3.049981129676167413e+01,2.846431790860647126e+01,1.221559157703460352e+00
3.174291464045444400e+01,2.772292582178266329e+01,1.000000000000000222e+00
3.310597302641547657e+01,2.720194629271347964e+01,1.000000000000000000e+00
3.455073743760152638e+01,2.689342488346633786e+01,1.033900952327694078e+00
3.602598371524040743e+01,2.677479919076700199e+01,1.052181461083247394e+00
3.748213499528448267e+01,2.682312090341467581e+01,1.057736833624383976e+00
3.890547219681408819e+01,2.700704139025921080e+01,1.053919011212615109e+00
4.031704124106929044e+01,2.728706770347195132e+01,1.043574548266958724e+00
4.173629646881166622e+01,2.762726930668157976e+01,1.029224722148323501e+00
4.315515562474399758e+01,2.802724677543342224e+01,1.013679390680547465e+00
4.455081050146714006e+01,2.850560192460886100e+01,1.000000000000000000e+00
4.590031386496202970e+01,2.908111595837837982e+01,9.906885006836926300e-01
4.718071848120963807e+01,2.977257008091250157e+01,9.861280537648123845e-01
4.836907711619087991e+01,3.059874549638169938e+01,9.861716757489884522e-01
4.944239267931349957e+01,3.157835488514589883e+01,9.907708783018103205e-01
5.036755124179221355e+01,3.271620615515904973e+01,1.000000000000000000e+00
5.108908526628555791e+01,3.398638399497598073e+01,1.009708968872959023e+00
5.155032285728082542e+01,3.535877219209987032e+01,1.000000000000000000e+00
5.175651936445220258e+01,3.680013598416225307e+01,9.523887696295716410e-01
5.178927220936753173e+01,3.827339615296927633e+01,8.689029052125103458e-01
5.173163135190149831e+01,3.974237921387027939e+01,7.591310197201341925e-01
5.160664850130324766e+01,4.119196685362212662e+01,6.331944309923092096e-01
5.138464845974988293e+01,4.262554419957542251e+01,4.991211170409339815e-01
5.103400761980286404e+01,4.404670395644603076e+01,3.639366160538736739e-01
5.050971782795783582e+01,4.542223107812008465e+01,2.369501865926135487e-01
4.974318633624338304e+01,4.665405244468011148e+01,1.292833493277014689e-01
4.868541824517765093e+01,4.764934243491831012e+01,4.751513787940844780e-02
4.740716420270513964e+01,4.837978124811702685e+01,-5.204170427930421283e-18
4.601803326547401696e+01,4.884041752961115890e+01,-8.934421670900532728e-03
4.458378719828560577e+01,4.906602052881479636e+01,-4.336808689942017736e-19
4.312329212291089675e+01,4.913379165260402459e+01,5.810541361046497183e-03
4.165312272072275590e+01,4.912300565099507565e+01,6.135277957868145657e-03
4.018852045452896959e+01,4.910711880669470730e+01,3.382522694871678212e-03
3.873272790209657757e+01,4.910722155468589278e+01,-5.692061405548898279e-19
3.728263798603290269e+01,4.911669299893623020e+01,-2.100583008136392218e-03
3.583508581259349057e+01,4.912865991977938762e+01,-2.856203934207566207e-03
3.438692665513934088e+01,4.913629955748199052e+01,-2.648026942568938204e-03
3.293636501787229776e+01,4.913616505064867823e+01,-1.850728641010973520e-03
3.148378094352219136e+01,4.913025293324577092e+01,-8.412449256256688841e-04
3.002975182098591489e+01,4.912105351730716762e+01,1.355252715606880543e-19
2.857485503916032599e+01,4.911105711486676739e+01,3.837773543291097492e-04
2.711966798694231429e+01,4.910275403795847637e+01,3.934991035677274274e-04
2.566476805322876231e+01,4.909863459861621493e+01,2.064485496861210288e-04
2.421073262691654193e+01,4.910118910887387500e+01,4.743384504624081899e-20
2.275813909690252501e+01,4.911290788076536273e+01,-8.720802159685183904e-05
2.130756485208359763e+01,4.913628122632457718e+01,-6.971263470539676020e-05
1.985901851179615463e+01,4.916901908775143681e+01,2.710505431213761085e-20
1.840975513371895644e+01,4.918568839116498737e+01,6.992866950432429299e-05
1.695619762600294322e+01,4.915386204827762384e+01,8.794600443364438444e-05
1.549476871967498148e+01,4.904111148211675442e+01,0.000000000000000000e+00
1.549476871967497793e+01,4.904111148211677573e+01,-4.574179369290455099e+00
