timestamp,tx,ty,tz,qx,qy,qz,qw
88.050000,-4.382164,5.503855,4.056312,0.000588,-0.000337,-0.496591,0.867984
88.066667,-4.303684,5.550592,4.056406,0.000306,-0.000173,-0.492159,0.870505
88.083333,-4.225745,5.598064,4.056442,0.000024,-0.000013,-0.487801,0.872955
88.100000,-4.148347,5.646248,4.056421,-0.000259,0.000143,-0.483518,0.875334
88.116667,-4.071551,5.695216,4.056333,-0.000542,0.000296,-0.479311,0.877645
88.133333,-3.995228,5.744917,4.056187,-0.000825,0.000446,-0.475179,0.879889
88.150000,-3.919440,5.795262,4.055984,-0.001109,0.000592,-0.471124,0.882066
88.166667,-3.844186,5.846230,4.055724,-0.001395,0.000737,-0.467112,0.884197
88.183333,-3.769462,5.897800,4.055407,-0.001683,0.000880,-0.463154,0.886276
88.200000,-3.695264,5.949951,4.055034,-0.001968,0.001017,-0.459333,0.888261
88.216667,-3.621589,6.002661,4.054606,-0.002251,0.001152,-0.455599,0.890181
88.233333,-3.548432,6.055911,4.054122,-0.002535,0.001284,-0.451945,0.892041
88.250000,-3.475830,6.109735,4.053578,-0.002818,0.001414,-0.448372,0.893841
88.266667,-3.403676,6.164159,4.052975,-0.003101,0.001540,-0.444879,0.895584
88.283333,-3.332023,6.219059,4.052318,-0.003384,0.001665,-0.441467,0.897269
88.300000,-3.260864,6.274417,4.051608,-0.003669,0.001788,-0.438095,0.898919
88.316667,-3.190194,6.330215,4.050843,-0.003956,0.001910,-0.434793,0.900520
88.333333,-3.120006,6.386433,4.050026,-0.004239,0.002028,-0.431607,0.902049
88.350000,-3.050294,6.443053,4.049157,-0.004520,0.002144,-0.428522,0.903518
88.366667,-2.981051,6.500059,4.048235,-0.004801,0.002257,-0.425514,0.904936
88.383333,-2.912322,6.557493,4.047254,-0.005080,0.002369,-0.422584,0.906307
88.400000,-2.843966,6.615369,4.046218,-0.005359,0.002478,-0.419730,0.907630
88.416667,-2.776057,6.673579,4.045131,-0.005639,0.002587,-0.416933,0.908916
88.433333,-2.708587,6.732106,4.043994,-0.005921,0.002694,-0.414185,0.910169
88.450000,-2.641550,6.790934,4.042806,-0.006202,0.002801,-0.411514,0.911378
88.466667,-2.574938,6.850050,4.041569,-0.006479,0.002904,-0.408962,0.912524
88.483333,-2.508744,6.909437,4.040282,-0.006754,0.003005,-0.406492,0.913624
88.500000,-2.442986,6.969108,4.038943,-0.007027,0.003104,-0.404096,0.914684
88.516667,-2.377564,7.029147,4.037548,-0.007300,0.003203,-0.401774,0.915704
88.533333,-2.312534,7.089411,4.036104,-0.007573,0.003301,-0.399509,0.916692
88.550000,-2.247887,7.149887,4.034613,-0.007849,0.003398,-0.397298,0.917650
88.566667,-2.183617,7.210562,4.033074,-0.008124,0.003495,-0.395162,0.918569
88.583333,-2.119715,7.271422,4.031489,-0.008396,0.003590,-0.393119,0.919442
88.600000,-2.056172,7.332454,4.029858,-0.008663,0.003682,-0.391174,0.920269
88.616667,-1.993004,7.393669,4.028176,-0.008929,0.003774,-0.389298,0.921061
88.633333,-1.930103,7.455156,4.026440,-0.009194,0.003865,-0.387492,0.921819
88.650000,-1.867533,7.516775,4.024659,-0.009462,0.003956,-0.385730,0.922555
88.666667,-1.805289,7.578515,4.022833,-0.009730,0.004047,-0.384032,0.923260
88.683333,-1.743362,7.640366,4.020963,-0.009997,0.004138,-0.382405,0.923932
88.700000,-1.681744,7.702315,4.019050,-0.010260,0.004226,-0.380864,0.924565
88.716667,-1.620428,7.764352,4.017093,-0.010519,0.004314,-0.379409,0.925159
88.733333,-1.559441,7.826501,4.015084,-0.010776,0.004400,-0.378019,0.925725
88.750000,-1.498636,7.888826,4.013028,-0.011035,0.004487,-0.376681,0.926266
88.766667,-1.438107,7.951206,4.010930,-0.011295,0.004575,-0.375400,0.926783
88.783333,-1.377844,8.013630,4.008790,-0.011554,0.004662,-0.374187,0.927269
88.800000,-1.317841,8.076089,4.006609,-0.011811,0.004749,-0.373041,0.927727
88.816667,-1.258089,8.138572,4.004387,-0.012062,0.004834,-0.371987,0.928147
88.833333,-1.198599,8.201086,4.002119,-0.012310,0.004919,-0.370997,0.928539
88.850000,-1.139246,8.263730,3.999802,-0.012561,0.005004,-0.370058,0.928910
