x,y,z
4422.79,102.8189,-42.56799
4426.528,102.7781,-32.42179
4430.18,102.7886,-22.22255
4433.744,102.8479,-11.97088
4437.219,102.9534,-1.663383
4440.604,103.1024,8.700329
4443.896,103.2925,19.12059
4447.097,103.5209,29.60086
4450.202,103.7851,40.14043
4453.213,104.0825,50.74279
4456.127,104.4106,61.40829
4458.943,104.7666,72.13725
4461.661,105.148,82.93314
4464.278,105.5523,93.79634
4466.793,105.9767,104.7271
4469.207,106.4189,115.729
4471.515,106.876,126.8013
4473.719,107.3456,137.9474
4475.816,107.825,149.1678
4477.806,108.3117,160.4626
4479.686,108.803,171.8356
4481.457,109.2964,183.2858
4483.116,109.7892,194.8168
4484.662,110.279,206.429
4486.094,110.7629,218.1225
4487.412,111.2386,229.9011
4488.612,111.7037,241.7641
4489.694,112.1576,253.7071
4490.653,112.5999,265.7284
4491.485,113.0302,277.8215
4492.189,113.4485,289.9845
4492.761,113.8542,302.2121
4493.198,114.2471,314.499
4493.496,114.6269,326.8434
4493.652,114.9933,339.2387
4493.664,115.346,351.6833
4493.528,115.6846,364.1718
4493.241,116.0089,376.6987
4492.799,116.3186,389.2625
4492.201,116.6133,401.8577
4491.441,116.8927,414.4788
4490.519,117.1566,427.1244
4489.428,117.4045,439.7876
4488.168,117.6364,452.4669
4486.735,117.8517,465.1568
4485.125,118.0502,477.852
4483.336,118.2316,490.5508
4481.365,118.3956,503.2465
4479.208,118.5419,515.9376
4476.86,118.6702,528.6185
4474.322,118.7801,541.2839
4471.588,118.8713,553.9323
4468.655,118.9436,566.5579
4465.521,118.9967,579.1558
4462.183,119.0302,591.7239
4458.636,119.0438,604.2558
4454.878,119.0373,616.7498
4450.906,119.0102,629.2004
4446.716,118.9624,641.6024
4442.306,118.8934,653.954
4437.672,118.8031,666.2487
4432.811,118.691,678.4845
4427.72,118.5569,690.6563
4422.396,118.4004,702.7587
4416.835,118.2214,714.79
4411.035,118.0193,726.7446
4404.992,117.7941,738.6175
4398.703,117.5452,750.4066
4392.166,117.2725,762.1057
4385.376,116.9756,773.7128
4378.331,116.6542,785.2226
4371.027,116.308,796.6299
4363.461,115.9367,807.9326
4355.631,115.5401,819.1246
4347.533,115.1176,830.2037
4339.163,114.6692,841.1649
4330.52,114.1945,852.0027
4321.599,113.6931,862.7153
4312.401,113.166,873.2966
4302.931,112.6161,883.7454
4293.198,112.0468,894.0572
4283.209,111.4613,904.2277
4272.97,110.8629,914.2558
4262.487,110.2547,924.1368
4251.77,109.6402,933.8667
4240.823,109.0224,943.444
4229.655,108.4047,952.8633
4218.271,107.7903,962.1234
4206.681,107.1824,971.2198
4194.891,106.5844,980.1487
4182.905,105.9995,988.908
4170.735,105.4309,997.4929
4158.383,104.8819,1005.902
4145.86,104.3557,1014.13
4133.171,103.8556,1022.175
4120.324,103.3849,1030.033
4107.324,102.9467,1037.701
4094.181,102.5444,1045.175
4080.9,102.1812,1052.452
4067.49,101.8604,1059.529
4053.955,101.5852,1066.403
4040.303,101.3588,1073.07
4026.543,101.1845,1079.526
4012.68,101.0657,1085.769
3998.723,101.0054,1091.795
3984.676,101.007,1097.601
3970.547,101.0738,1103.184
3956.346,101.2089,1108.539
3942.076,101.4157,1113.665
3927.746,101.6973,1118.557
3913.364,102.0571,1123.212
3898.935,102.4984,1127.627
3884.467,103.0242,1131.798
3869.966,103.6379,1135.723
3855.44,104.3429,1139.397
3840.897,105.1422,1142.818
3826.342,106.0392,1145.982
3811.784,107.037,1148.886
3797.227,108.1391,1151.526
3782.681,109.3486,1153.9
3768.152,110.6687,1156.004
3753.646,112.1029,1157.834
3739.172,113.6542,1159.387
3724.736,115.3259,1160.66
3710.344,117.1213,1161.65
3696.006,119.0436,1162.353
3681.726,121.0962,1162.765
3667.511,123.2823,1162.885
3653.371,125.6049,1162.707
3639.31,128.0674,1162.23
3625.333,130.6695,1161.452
3611.442,133.4091,1160.376
3597.637,136.2833,1159.004
3583.922,139.2892,1157.338
3570.296,142.4246,1155.379
3556.762,145.6868,1153.131
3543.323,149.0727,1150.595
3529.977,152.5803,1147.773
3516.728,156.2064,1144.667
3503.577,159.9489,1141.28
3490.526,163.805,1137.613
3477.576,167.7716,1133.669
3464.728,171.8468,1129.449
3451.985,176.0272,1124.957
3439.347,180.3109,1120.193
3426.816,184.6951,1115.16
3414.396,189.1764,1109.86
3402.085,193.7533,1104.295
3389.886,198.4222,1098.467
3377.8,203.1813,1092.379
3365.829,208.0276,1086.031
3353.977,212.9579,1079.428
3342.24,217.9706,1072.569
3330.624,223.0625,1065.458
3319.13,228.2305,1058.098
3307.758,233.4731,1050.488
3296.512,238.7864,1042.633
3285.39,244.169,1034.533
3274.396,249.6177,1026.191
3263.532,255.1293,1017.61
3252.797,260.7023,1008.791
3242.196,266.3328,999.7365
3231.728,272.0195,990.4475
3221.394,277.759,980.927
3211.199,283.5482,971.1779
3201.141,289.3857,961.2005
3191.223,295.2681,950.9978
3181.447,301.1924,940.5728
3171.813,307.1569,929.9256
3162.325,313.1579,919.0605
3152.982,319.194,907.9774
3143.787,325.2619,896.6793
3134.742,331.3584,885.1696
3125.848,337.482,873.448
3117.105,343.6289,861.5189
3108.517,349.7978,849.3821
3100.083,355.9852,837.0409
3091.808,362.1881,824.4985
3083.69,368.4049,811.7546
3075.732,374.6325,798.8124
3067.938,380.8676,785.6755
3060.304,387.1091,772.3436
3052.829,393.356,758.8242
3045.506,399.6104,745.1202
3038.329,405.8728,731.239
3031.292,412.1433,717.1873
3024.388,418.4244,702.9682
3017.612,424.7157,688.5902
3010.957,431.0194,674.0562
3004.416,437.3359,659.3733
2997.986,443.6655,644.5486
2991.657,450.0106,629.585
2985.426,456.3713,614.4895
2979.285,462.7481,599.2695
2973.229,469.1432,583.9276
2967.251,475.5564,568.4726
2961.345,481.9898,552.907
2955.505,488.4438,537.2382
2949.726,494.9188,521.4733
2943.999,501.417,505.615
2938.321,507.9381,489.6721
2932.684,514.4844,473.6472
2927.082,521.0562,457.5475
2921.51,527.6537,441.3804
2915.96,534.2795,425.1483
2910.428,540.9329,408.8602
2904.906,547.6165,392.5186
2899.388,554.3305,376.1307
2893.87,561.0751,359.7039
2888.343,567.8528,343.2406
2882.802,574.6638,326.7482
2877.242,581.5084,310.2341
2871.656,588.389,293.7006
2866.038,595.3052,277.1567
2860.38,602.2593,260.6049
2854.679,609.2515,244.0524
2848.927,616.2823,227.5068
2843.118,623.354,210.9702
2837.246,630.4661,194.4519
2831.305,637.621,177.9541
2825.288,644.819,161.4842
2819.191,652.0604,145.0496
2813.006,659.3476,128.6526
2806.727,666.6808,112.3007
2800.348,674.0603,96.00116
2793.864,681.4885,79.75643
2787.268,688.965,63.57544
2780.552,696.4921,47.4607
2773.713,704.0701,31.41951
2766.744,711.6993,15.45916
2759.637,719.3822,-0.41782
2752.388,727.1182,-16.20258
2744.99,734.9097,-31.89253
2737.439,742.7557,-47.48057
2729.737,750.6515,-62.96008
2721.885,758.5943,-78.32904
2713.887,766.5791,-93.58093
2705.746,774.6006,-108.7092
2697.462,782.656,-123.7117
2689.039,790.7394,-138.5806
2680.479,798.848,-153.3137
2671.784,806.9767,-167.9044
2662.958,815.1201,-182.3464
2654.001,823.2758,-196.6374
2644.918,831.4376,-210.7695
2635.708,839.6027,-224.7406
2626.377,847.7661,-238.5442
2616.926,855.9225,-252.1738
2607.356,864.0691,-265.6271
2597.671,872.2009,-278.8979
2587.875,880.3126,-291.9796
2577.966,888.4014,-304.8699
2567.95,896.4615,-317.5611
2557.828,904.49,-330.0508
2547.602,912.4818,-342.3326
2537.276,920.4318,-354.4002
2526.851,928.337,-366.2512
2516.331,936.1915,-377.8779
2505.715,943.9927,-389.2779
2495.008,951.7353,-400.4446
2484.214,959.4142,-411.3723
2473.332,967.0265,-422.0577
2462.365,974.5672,-432.495
2451.318,982.0311,-442.678
2440.191,989.4153,-452.6038
2428.987,996.714,-462.2652
2417.708,1003.924,-471.6592
2406.357,1011.041,-480.7798
2394.937,1018.059,-489.621
2383.449,1024.976,-498.1797
2371.896,1031.785,-506.4489
2360.281,1038.484,-514.4254
2348.604,1045.068,-522.1031
2336.872,1051.531,-529.4766
2325.083,1057.871,-536.5419
2313.241,1064.082,-543.2929
2301.349,1070.161,-549.7257
2289.408,1076.102,-555.8347
2277.422,1081.901,-561.6141
2265.392,1087.555,-567.0602
2253.321,1093.059,-572.1674
2241.212,1098.408,-576.9301
2229.066,1103.598,-581.344
2216.887,1108.624,-585.4036
2204.677,1113.483,-589.1046
2192.435,1118.173,-592.4509
2180.163,1122.697,-595.4565
2167.858,1127.059,-598.137
2155.522,1131.262,-600.5065
2143.151,1135.309,-602.5803
2130.745,1139.202,-604.3733
2118.306,1142.945,-605.9
2105.83,1146.542,-607.1755
2093.317,1149.995,-608.2148
2080.768,1153.307,-609.0325
2068.179,1156.482,-609.6436
2055.553,1159.522,-610.0629
2042.885,1162.432,-610.3054
2030.177,1165.213,-610.3857
2017.429,1167.87,-610.319
2004.638,1170.404,-610.1199
1991.805,1172.82,-609.8034
1978.927,1175.121,-609.3843
1966.005,1177.309,-608.8774
1953.038,1179.387,-608.2979
1940.025,1181.36,-607.6602
1926.964,1183.23,-606.9794
1913.857,1185,-606.2704
1900.701,1186.673,-605.548
1887.497,1188.253,-604.827
1874.241,1189.742,-604.1224
1860.935,1191.144,-603.4489
1847.579,1192.461,-602.8216
1834.169,1193.698,-602.2552
1820.708,1194.856,-601.7646
1807.191,1195.94,-601.3645
1793.62,1196.952,-601.07
1779.995,1197.896,-600.8959
1766.312,1198.774,-600.8571
1752.572,1199.59,-600.9683
1738.776,1200.347,-601.2445
1724.92,1201.048,-601.7006
1711.007,1201.696,-602.3513
1697.031,1202.294,-603.2116
1682.995,1202.846,-604.2964
1668.899,1203.354,-605.6204
1654.739,1203.822,-607.1986
1640.517,1204.252,-609.0457
1626.23,1204.649,-611.1768
1611.878,1205.014,-613.6068
1597.462,1205.352,-616.35
1582.979,1205.665,-619.422
1568.428,1205.956,-622.8374
1553.811,1206.23,-626.6106
1539.124,1206.487,-630.7573
1524.369,1206.733,-635.2914
1509.542,1206.969,-640.2271
1494.647,1207.198,-645.5609
1479.69,1207.418,-651.2813
1464.669,1207.63,-657.3781
1449.592,1207.834,-663.8388
1434.458,1208.031,-670.6536
1419.272,1208.219,-677.8104
1404.04,1208.401,-685.2975
1388.761,1208.574,-693.1049
1373.441,1208.74,-701.2199
1358.082,1208.898,-709.6328
1342.687,1209.049,-718.3317
1327.261,1209.193,-727.3044
1311.805,1209.33,-736.5414
1296.323,1209.459,-746.0308
1280.821,1209.582,-755.7599
1265.297,1209.697,-765.7198
1249.76,1209.806,-775.8972
1234.208,1209.907,-786.2829
1218.647,1210.002,-796.8645
1203.081,1210.091,-807.6299
1187.511,1210.173,-818.5698
1171.943,1210.248,-829.671
1156.377,1210.317,-840.9243
1140.818,1210.379,-852.3174
1125.271,1210.436,-863.8379
1109.736,1210.486,-875.4769
1094.217,1210.53,-887.222
1078.72,1210.568,-899.0609
1063.245,1210.6,-910.9844
1047.797,1210.626,-922.9791
1032.378,1210.646,-935.0363
1016.992,1210.661,-947.1432
1001.643,1210.67,-959.2876
986.3326,1210.674,-971.4606
971.0665,1210.672,-983.6486
955.8447,1210.664,-995.8428
940.6724,1210.652,-1008.031
925.554,1210.634,-1020.2
910.4899,1210.611,-1032.341
895.4848,1210.583,-1044.443
880.5435,1210.549,-1056.492
865.6664,1210.511,-1068.479
850.8595,1210.469,-1080.392
836.1232,1210.421,-1092.221
821.4623,1210.369,-1103.954
806.8813,1210.312,-1115.578
792.3808,1210.25,-1127.085
777.9668,1210.184,-1138.461
763.6398,1210.114,-1149.696
749.4043,1210.039,-1160.779
735.2651,1209.961,-1171.698
721.2226,1209.878,-1182.446
707.2803,1209.791,-1193.026
693.4421,1209.701,-1203.446
679.7072,1209.608,-1213.713
666.0809,1209.512,-1223.833
652.5626,1209.413,-1233.816
639.1559,1209.313,-1243.666
625.8645,1209.21,-1253.391
612.6878,1209.106,-1262.998
599.6309,1209.001,-1272.494
586.6934,1208.895,-1281.886
573.8787,1208.788,-1291.182
561.1905,1208.681,-1300.388
548.6284,1208.574,-1309.511
536.1959,1208.468,-1318.559
523.8967,1208.363,-1327.538
511.7304,1208.258,-1336.456
499.7018,1208.156,-1345.318
487.8107,1208.055,-1354.134
476.0605,1207.956,-1362.91
464.4547,1207.859,-1371.651
452.9933,1207.765,-1380.367
441.6806,1207.674,-1389.063
430.5169,1207.587,-1397.747
419.5053,1207.503,-1406.427
408.6494,1207.423,-1415.107
397.9491,1207.348,-1423.797
387.4088,1207.278,-1432.502
377.0288,1207.212,-1441.231
366.8123,1207.152,-1449.99
356.7626,1207.097,-1458.786
346.8799,1207.049,-1467.626
337.1674,1207.007,-1476.518
327.6285,1206.971,-1485.467
318.2634,1206.943,-1494.482
309.0763,1206.922,-1503.568
300.0676,1206.908,-1512.735
291.2404,1206.903,-1521.988
282.5979,1206.905,-1531.334
274.1406,1206.917,-1540.781
265.8725,1206.937,-1550.335
257.7942,1206.967,-1560.004
249.9087,1207.006,-1569.795
242.219,1207.055,-1579.714
234.726,1207.115,-1589.77
227.4326,1207.185,-1599.968
220.3417,1207.265,-1610.315
213.4542,1207.358,-1620.82
206.7738,1207.461,-1631.488
200.3014,1207.577,-1642.328
194.0398,1207.705,-1653.345
187.992,1207.845,-1664.547
182.1577,1207.998,-1675.937
176.5372,1208.163,-1687.505
171.1281,1208.34,-1699.248
165.93,1208.527,-1711.157
160.9422,1208.725,-1723.223
156.1626,1208.933,-1735.441
151.5907,1209.151,-1747.804
147.2256,1209.377,-1760.302
143.0655,1209.612,-1772.931
139.11,1209.854,-1785.682
135.3572,1210.104,-1798.548
131.8064,1210.361,-1811.523
128.4569,1210.624,-1824.598
125.3067,1210.892,-1837.767
122.3556,1211.166,-1851.022
119.6017,1211.445,-1864.357
117.0442,1211.727,-1877.763
114.6822,1212.014,-1891.234
112.5142,1212.303,-1904.763
110.5393,1212.595,-1918.342
108.7565,1212.889,-1931.963
107.1643,1213.184,-1945.621
105.762,1213.481,-1959.307
104.5482,1213.777,-1973.015
103.5219,1214.074,-1986.737
102.682,1214.37,-2000.465
102.0272,1214.665,-2014.194
101.5567,1214.959,-2027.915
101.2691,1215.25,-2041.622
101.1634,1215.539,-2055.307
101.2384,1215.824,-2068.961
101.4932,1216.105,-2082.581
101.9265,1216.382,-2096.157
102.5371,1216.655,-2109.681
103.3241,1216.922,-2123.148
104.2863,1217.183,-2136.549
105.4225,1217.437,-2149.879
106.7318,1217.685,-2163.129
108.2127,1217.925,-2176.291
109.8645,1218.157,-2189.359
111.6858,1218.381,-2202.326
113.6757,1218.596,-2215.185
115.8329,1218.801,-2227.928
118.1563,1218.996,-2240.548
120.6449,1219.18,-2253.038
123.2973,1219.353,-2265.39
126.1129,1219.514,-2277.598
129.0903,1219.664,-2289.654
132.228,1219.8,-2301.55
135.5256,1219.923,-2313.281
138.9816,1220.032,-2324.839
142.5945,1220.127,-2336.215
146.3614,1220.208,-2347.41
150.2767,1220.276,-2358.422
154.3362,1220.33,-2369.257
158.5345,1220.373,-2379.912
162.8661,1220.404,-2390.39
167.3269,1220.424,-2400.694
171.9111,1220.434,-2410.823
176.6144,1220.434,-2420.781
181.4315,1220.425,-2430.568
186.3569,1220.408,-2440.184
191.3865,1220.384,-2449.634
196.5148,1220.352,-2458.916
201.7364,1220.315,-2468.033
207.0472,1220.271,-2476.987
212.4413,1220.223,-2485.779
217.9146,1220.17,-2494.41
223.4616,1220.114,-2502.882
229.0768,1220.054,-2511.196
234.7563,1219.992,-2519.354
240.494,1219.929,-2527.356
246.2859,1219.864,-2535.206
252.1265,1219.799,-2542.904
258.0103,1219.734,-2550.451
263.9333,1219.67,-2557.849
269.89,1219.608,-2565.1
275.8749,1219.548,-2572.204
281.884,1219.49,-2579.164
287.9113,1219.436,-2585.98
293.9528,1219.387,-2592.655
300.003,1219.342,-2599.19
306.0562,1219.302,-2605.585
312.1088,1219.269,-2611.844
318.1544,1219.242,-2617.966
324.1893,1219.223,-2623.955
330.2079,1219.212,-2629.81
336.2045,1219.21,-2635.533
342.1754,1219.217,-2641.127
348.1149,1219.233,-2646.592
354.0175,1219.261,-2651.929
359.8793,1219.3,-2657.142
365.6942,1219.351,-2662.229
371.4583,1219.415,-2667.194
377.1661,1219.492,-2672.038
382.8119,1219.583,-2676.762
388.3919,1219.688,-2681.367
393.9,1219.809,-2685.855
399.3323,1219.945,-2690.229
404.6832,1220.099,-2694.488
409.9471,1220.269,-2698.634
415.1203,1220.457,-2702.669
420.197,1220.664,-2706.595
425.1728,1220.889,-2710.412
430.0498,1221.132,-2714.124
434.8297,1221.388,-2717.731
439.5164,1221.655,-2721.238
444.1119,1221.932,-2724.645
448.6187,1222.214,-2727.956
453.0404,1222.498,-2731.172
457.3788,1222.784,-2734.295
461.6376,1223.067,-2737.329
465.8191,1223.345,-2740.276
469.9256,1223.615,-2743.137
473.9607,1223.875,-2745.915
477.9264,1224.122,-2748.612
481.8261,1224.353,-2751.231
485.6622,1224.565,-2753.774
489.4372,1224.755,-2756.242
493.1545,1224.922,-2758.64
496.8165,1225.061,-2760.968
500.4255,1225.172,-2763.229
503.9851,1225.249,-2765.426
507.4973,1225.292,-2767.56
510.9655,1225.297,-2769.634
514.3921,1225.262,-2771.65
517.7797,1225.183,-2773.611
521.1314,1225.059,-2775.519
524.4495,1224.886,-2777.376
527.7374,1224.662,-2779.184
530.9975,1224.383,-2780.946
534.2322,1224.048,-2782.664
537.4449,1223.654,-2784.341
540.638,1223.197,-2785.978
543.814,1222.675,-2787.578
546.9763,1222.085,-2789.143
550.1269,1221.425,-2790.675
553.2693,1220.692,-2792.178
556.4058,1219.883,-2793.652
559.5389,1218.996,-2795.101
562.6721,1218.027,-2796.527
565.8074,1216.974,-2797.931
568.9482,1215.835,-2799.317
572.0969,1214.606,-2800.687
575.256,1213.285,-2802.042
578.4289,1211.869,-2803.386
581.6179,1210.355,-2804.72
584.8256,1208.741,-2806.046
588.0552,1207.024,-2807.368
591.309,1205.201,-2808.688
594.5902,1203.269,-2810.006
597.9014,1201.227,-2811.327
601.245,1199.07,-2812.652
604.6243,1196.797,-2813.984
608.0414,1194.404,-2815.324
611.4996,1191.891,-2816.675
615.0001,1189.264,-2818.034
618.5447,1186.527,-2819.4
622.1354,1183.685,-2820.771
625.7739,1180.744,-2822.146
629.4615,1177.71,-2823.523
633.2005,1174.588,-2824.901
636.9922,1171.383,-2826.276
640.8389,1168.1,-2827.649
644.7421,1164.745,-2829.018
648.7029,1161.323,-2830.38
652.7241,1157.84,-2831.734
656.8065,1154.302,-2833.078
660.9526,1150.712,-2834.41
665.1639,1147.077,-2835.73
669.4417,1143.403,-2837.035
673.7885,1139.694,-2838.324
678.2056,1135.956,-2839.595
682.6943,1132.194,-2840.846
687.2574,1128.414,-2842.076
691.8957,1124.62,-2843.282
696.6117,1120.82,-2844.464
701.4067,1117.016,-2845.62
706.2821,1113.217,-2846.747
711.2405,1109.425,-2847.845
716.2828,1105.648,-2848.912
721.4115,1101.889,-2849.945
726.6281,1098.156,-2850.944
731.9336,1094.452,-2851.906
737.3309,1090.784,-2852.831
742.8207,1087.157,-2853.715
748.4058,1083.575,-2854.559
754.0875,1080.045,-2855.359
759.8667,1076.572,-2856.114
765.7465,1073.161,-2856.824
771.728,1069.818,-2857.485
777.8124,1066.548,-2858.096
784.0026,1063.357,-2858.656
790.2992,1060.249,-2859.163
796.7051,1057.23,-2859.615
803.2214,1054.305,-2860.011
809.8492,1051.481,-2860.349
816.5916,1048.761,-2860.627
823.449,1046.153,-2860.844
830.4245,1043.66,-2860.998
837.5191,1041.289,-2861.087
844.734,1039.044,-2861.109
852.0721,1036.932,-2861.064
859.5347,1034.957,-2860.949
867.1226,1033.125,-2860.762
874.8392,1031.441,-2860.503
882.6845,1029.91,-2860.169
890.6588,1028.532,-2859.76
898.757,1027.299,-2859.277
906.9741,1026.205,-2858.724
915.3074,1025.242,-2858.1
923.7511,1024.402,-2857.408
932.3024,1023.679,-2856.649
940.9562,1023.065,-2855.825
949.7073,1022.553,-2854.937
958.5532,1022.136,-2853.988
967.4886,1021.807,-2852.977
976.5084,1021.558,-2851.908
985.61,1021.383,-2850.781
994.7874,1021.273,-2849.598
1004.038,1021.222,-2848.362
1013.357,1021.223,-2847.073
1022.738,1021.268,-2845.733
1032.18,1021.35,-2844.343
1041.676,1021.462,-2842.906
1051.224,1021.596,-2841.422
1060.818,1021.746,-2839.894
1070.454,1021.904,-2838.323
1080.128,1022.063,-2836.71
1089.836,1022.216,-2835.057
1099.573,1022.355,-2833.366
1109.335,1022.473,-2831.639
1119.117,1022.563,-2829.876
1128.916,1022.619,-2828.079
1138.727,1022.631,-2826.251
1148.546,1022.594,-2824.392
1158.368,1022.501,-2822.504
1168.189,1022.343,-2820.59
1178.005,1022.114,-2818.649
1187.813,1021.806,-2816.685
1197.605,1021.412,-2814.698
1207.38,1020.926,-2812.69
1217.133,1020.339,-2810.663
1226.858,1019.645,-2808.618
1236.553,1018.836,-2806.557
1246.212,1017.905,-2804.481
1255.832,1016.845,-2802.393
1265.409,1015.649,-2800.292
1274.936,1014.309,-2798.183
1284.411,1012.818,-2796.065
1293.829,1011.17,-2793.941
1303.187,1009.356,-2791.811
1312.479,1007.369,-2789.678
1321.7,1005.203,-2787.543
1330.848,1002.85,-2785.408
1339.917,1000.302,-2783.275
1348.905,997.5537,-2781.144
1357.805,994.5963,-2779.017
1366.614,991.4246,-2776.897
1375.334,988.0419,-2774.783
1383.969,984.4571,-2772.678
1392.521,980.6787,-2770.583
1400.996,976.7146,-2768.499
1409.396,972.574,-2766.427
1417.727,968.2643,-2764.367
1425.99,963.7946,-2762.322
1434.19,959.1738,-2760.292
1442.33,954.4091,-2758.278
1450.415,949.5101,-2756.282
1458.448,944.4842,-2754.305
1466.433,939.3403,-2752.348
1474.373,934.0874,-2750.412
1482.272,928.7328,-2748.498
1490.135,923.2856,-2746.607
1497.964,917.7546,-2744.742
1505.764,912.1473,-2742.901
1513.537,906.473,-2741.088
1521.289,900.7393,-2739.303
1529.022,894.955,-2737.546
1536.74,889.129,-2735.82
1544.448,883.2687,-2734.125
1552.148,877.3839,-2732.463
1559.845,871.4816,-2730.835
1567.543,865.5707,-2729.241
1575.243,859.6605,-2727.684
1582.953,853.758,-2726.163
1590.673,847.8725,-2724.681
1598.408,842.0128,-2723.238
1606.163,836.1861,-2721.836
1613.939,830.4022,-2720.476
1621.743,824.6683,-2719.159
1629.576,818.9933,-2717.885
1637.443,813.3862,-2716.657
1645.348,807.8545,-2715.475
1653.294,802.4075,-2714.341
1661.285,797.0527,-2713.255
1669.325,791.799,-2712.219
1677.417,786.6553,-2711.235
1685.565,781.629,-2710.302
1693.773,776.7292,-2709.422
1702.045,771.9646,-2708.597
1710.384,767.3428,-2707.827
1718.794,762.873,-2707.114
1727.279,758.563,-2706.459
1735.843,754.4214,-2705.863
1744.488,750.4572,-2705.327
1753.22,746.678,-2704.852
1762.041,743.0928,-2704.439
1770.957,739.7095,-2704.091
1779.969,736.5369,-2703.807
1789.08,733.581,-2703.588
1798.288,730.8387,-2703.434
1807.586,728.3062,-2703.344
1816.973,725.979,-2703.316
1826.443,723.8532,-2703.349
1835.99,721.9249,-2703.443
1845.614,720.1895,-2703.596
1855.307,718.643,-2703.807
1865.066,717.2815,-2704.076
1874.887,716.1006,-2704.4
1884.765,715.0961,-2704.78
1894.697,714.264,-2705.214
1904.678,713.6,-2705.7
1914.703,713.1002,-2706.239
1924.769,712.7603,-2706.828
1934.871,712.5761,-2707.467
1945.005,712.5436,-2708.154
1955.167,712.6585,-2708.89
1965.351,712.9167,-2709.672
1975.555,713.3142,-2710.499
1985.774,713.8466,-2711.37
1996.002,714.5098,-2712.285
2006.238,715.2999,-2713.243
2016.474,716.2125,-2714.241
2026.709,717.2435,-2715.28
2036.938,718.3889,-2716.357
2047.155,719.6443,-2717.474
2057.358,721.0058,-2718.626
2067.54,722.469,-2719.815
2077.7,724.0301,-2721.038
2087.831,725.6847,-2722.296
2097.93,727.4285,-2723.585
2107.993,729.2578,-2724.907
2118.015,731.1682,-2726.26
2127.991,733.1553,-2727.641
2137.919,735.2155,-2729.052
2147.792,737.344,-2730.489
2157.609,739.5374,-2731.953
2167.363,741.791,-2733.443
2177.05,744.1007,-2734.956
2186.667,746.4626,-2736.492
2196.209,748.8723,-2738.051
2205.672,751.326,-2739.631
2215.052,753.8193,-2741.23
2224.343,756.3479,-2742.849
2233.542,758.908,-2744.485
2242.646,761.4952,-2746.139
2251.648,764.1053,-2747.807
2260.546,766.7346,-2749.491
2269.334,769.3783,-2751.188
2278.01,772.0329,-2752.897
2286.568,774.6939,-2754.619
2295.007,777.3587,-2756.35
2303.325,780.0256,-2758.091
2311.529,782.6953,-2759.841
2319.617,785.3662,-2761.6
2327.592,788.0375,-2763.366
2335.455,790.7086,-2765.138
2343.206,793.3782,-2766.917
2350.848,796.0464,-2768.7
2358.384,798.7121,-2770.489
2365.813,801.3745,-2772.281
2373.138,804.0325,-2774.076
2380.358,806.6853,-2775.872
2387.479,809.3329,-2777.671
2394.5,811.9742,-2779.469
2401.422,814.6082,-2781.268
2408.247,817.2343,-2783.066
2414.976,819.8515,-2784.863
2421.611,822.4587,-2786.656
2428.155,825.0562,-2788.447
2434.607,827.6427,-2790.234
2440.971,830.2173,-2792.016
2447.246,832.7794,-2793.793
2453.435,835.3275,-2795.563
2459.539,837.8621,-2797.326
2465.561,840.3817,-2799.083
2471.501,842.8856,-2800.83
2477.36,845.3732,-2802.568
2483.141,847.843,-2804.296
2488.844,850.2953,-2806.013
2494.473,852.7289,-2807.719
2500.027,855.1429,-2809.413
2505.509,857.5367,-2811.094
2510.918,859.909,-2812.76
2516.26,862.2598,-2814.413
2521.533,864.5881,-2816.05
2526.739,866.893,-2817.671
2531.881,869.1738,-2819.275
2536.958,871.4292,-2820.861
2541.975,873.6593,-2822.429
2546.931,875.863,-2823.979
2551.828,878.0396,-2825.508
2556.668,880.188,-2827.017
2561.452,882.3077,-2828.504
2566.181,884.3976,-2829.969
2570.858,886.4574,-2831.411
2575.484,888.4863,-2832.83
2580.06,890.4833,-2834.224
2584.588,892.4476,-2835.593
2589.069,894.3782,-2836.936
2593.505,896.2751,-2838.252
2597.897,898.137,-2839.541
2602.248,899.9631,-2840.803
2606.562,901.7515,-2842.038
2610.845,903.499,-2843.251
2615.106,905.2037,-2844.446
2619.352,906.8625,-2845.626
2623.589,908.4727,-2846.796
2627.824,910.0316,-2847.959
2632.064,911.5363,-2849.118
2636.317,912.9843,-2850.279
2640.59,914.373,-2851.444
2644.89,915.6996,-2852.617
2649.223,916.9614,-2853.803
2653.596,918.1553,-2855.005
2658.018,919.2792,-2856.226
2662.495,920.3303,-2857.471
2667.033,921.3055,-2858.743
2671.641,922.2023,-2860.047
2676.323,923.0179,-2861.385
2681.09,923.7499,-2862.762
2685.947,924.3954,-2864.182
2690.901,924.9516,-2865.649
2695.959,925.4159,-2867.165
2701.129,925.7855,-2868.736
2706.416,926.0577,-2870.364
2711.829,926.23,-2872.054
2717.375,926.2996,-2873.81
2723.06,926.2635,-2875.634
2728.892,926.1193,-2877.532
2734.876,925.8644,-2879.506
2741.022,925.4957,-2881.562
2747.337,925.0107,-2883.701
2753.825,924.4068,-2885.929
2760.496,923.6812,-2888.249
2767.354,922.8312,-2890.665
2774.41,921.8539,-2893.18
2781.668,920.7467,-2895.799
2789.137,919.5071,-2898.526
2796.823,918.1321,-2901.363
2804.731,916.6195,-2904.315
2812.872,914.9659,-2907.386
2821.252,913.1689,-2910.58
2829.876,911.226,-2913.9
